,cod_reg_rbd,nom_reg_rbd_a,cod_com_rbd,nom_com_rbd,cod_depe2,rural_rbd,cod_ense2,cod_jor,mrun,gen_alu_x,edad_alu,cod_reg_alu,prom_gral,asistencia,codigo_unico,gen_alu_y,anio_ing_carr_ori,tipo_inst_3,_merge
18553,8,BBIO,8110,TALCAHUANO,1,0,5,1,14710957,1,17,8,"6,8",100,I93S1C23J1V1,1,2021,Universidades Privadas CRUCH,both
32989,13,RM,13120,ÑUÑOA,1,0,5,1,16932373,2,18,13,7,100,I20S1C64J1V1,2,2021,Universidades Privadas,both
37699,13,RM,13119,MAIPÚ,2,0,5,3,12747292,1,18,13,"5,2",85,I260S21C108J1V1,1,2021,Centros de Formación Técnica,both
31427,13,RM,13123,PROVIDENCIA,1,0,5,1,10757145,1,17,13,7,100,I86S5C131J1V2,1,2021,Universidades Privadas CRUCH,both
17324,8,BBIO,8101,CONCEPCIÓN,4,0,7,1,16801986,1,17,8,"6,2",91,I93S1C21J1V1,1,2021,Universidades Privadas CRUCH,both
41598,13,RM,13501,MELIPILLA,2,0,5,3,14831630,1,17,13,"5,2",85,I2S1C16J1V2,1,2021,Universidades Privadas,both
150,15,AYP,15101,ARICA,5,0,5,3,21276390,1,17,15,6,90,I902S1C12J1V1,1,2021,Centros de Formación Técnica Estatales,both
26459,13,RM,13101,SANTIAGO,1,0,5,1,21747312,1,17,13,7,85,I71S1C780J1V1,1,2021,Universidades Estatales CRUCH,both
10483,6,LGBO,6101,RANCAGUA,4,0,7,3,23117004,1,17,6,5,90,I430S16C325J2V1,1,2021,Centros de Formación Técnica,both
7395,5,VALPO,5101,VALPARAÍSO,1,0,5,3,12018686,1,17,5,"6,2",100,I111S2C58J1V1,1,2021,Institutos Profesionales,both
4105,4,COQ,4101,LA SERENA,2,0,5,3,22500822,1,17,4,"6,5",100,I4S7C10J1V1,1,2021,Universidades Privadas,both
22974,9,ARAUC,9111,NUEVA IMPERIAL,2,0,5,3,23801600,2,17,9,"6,9",85,I94S1C206J1V1,2,2021,Universidades Privadas CRUCH,both
64183,13,RM,13302,LAMPA,2,0,7,3,19433089,2,18,13,"5,5",85,I143S27C34J1V1,2,2021,Institutos Profesionales,both
4419,4,COQ,4101,LA SERENA,3,0,5,3,13033230,1,17,4,"6,8",100,I91S2C29J1V2,1,2021,Universidades Privadas CRUCH,both
29513,13,RM,13132,VITACURA,1,0,5,3,23419805,1,17,13,7,84,I39S6C8J1V1,1,2021,Universidades Privadas,both
55624,10,LAGOS,10301,OSORNO,2,1,7,3,17301392,1,17,10,"5,9",99,I430S25C78J1V1,1,2021,Centros de Formación Técnica,both
64634,13,RM,13302,LAMPA,2,0,5,3,13288352,1,17,13,"6,3",99,I69S1C4J1V2,1,2021,Universidades Privadas CRUCH,both
180,15,AYP,15101,ARICA,5,0,5,3,10852458,2,17,15,"5,6",95,I80S1C66J1V1,2,2021,Universidades Estatales CRUCH,both
66620,13,RM,13404,PAINE,2,0,5,3,17223864,2,17,13,7,100,I70S1C64J1V4,2,2021,Universidades Estatales CRUCH,both
44364,5,VALPO,5402,CABILDO,2,0,5,3,11583712,1,17,5,"6,9",100,I89S1C11J1V1,1,2021,Universidades Privadas CRUCH,both
4879,4,COQ,4301,OVALLE,1,0,5,3,24851729,2,17,4,"6,8",100,I91S2C30J1V2,2,2021,Universidades Privadas CRUCH,both
29207,13,RM,13123,PROVIDENCIA,3,0,5,3,10469554,1,18,13,7,100,I70S1C184J1V1,1,2021,Universidades Estatales CRUCH,both
10692,6,LGBO,6101,RANCAGUA,1,0,5,1,14217756,1,17,6,"6,5",43,I78S1C2J1V1,1,2021,Universidades Estatales CRUCH,both
55150,7,MAULE,7102,CONSTITUCIÓN,2,0,5,3,11989916,1,17,7,"6,7",89,I139S3C28J1V1,1,2021,Institutos Profesionales,both
26977,13,RM,13127,RECOLETA,1,0,5,3,25487218,2,17,13,"5,3",100,I143S26C69J2V1,2,2021,Institutos Profesionales,both
24579,10,LAGOS,10101,PUERTO MONTT,1,0,7,3,14344908,1,17,10,"6,2",90,I430S23C42J1V2,1,2021,Centros de Formación Técnica,both
60525,13,RM,13201,PUENTE ALTO,2,0,7,3,23469998,1,17,13,"5,6",89,I19S4C12J1V1,1,2021,Universidades Privadas,both
33887,13,RM,13122,PEÑALOLÉN,3,0,5,3,17703462,1,17,13,"6,8",100,I2S1C306J1V1,1,2021,Universidades Privadas,both
20273,9,ARAUC,9201,ANGOL,1,0,5,3,21875181,2,17,9,"6,1",100,I633S2C41J1V1,2,2021,Centros de Formación Técnica,both
63550,13,RM,13201,PUENTE ALTO,2,0,5,3,13963845,1,17,13,"6,7",100,I70S1C177J1V1,1,2021,Universidades Estatales CRUCH,both
26788,13,RM,13101,SANTIAGO,1,0,5,3,25474152,2,17,13,"5,8",85,I9S1C32J1V1,2,2021,Universidades Privadas,both
61669,13,RM,13403,CALERA DE TANGO,3,1,5,1,21037352,1,18,13,"6,9",100,I86S5C28J1V1,1,2021,Universidades Privadas CRUCH,both
24230,10,LAGOS,10301,OSORNO,3,0,5,3,24272447,1,17,10,"6,8",100,I87S1C45J1V2,1,2021,Universidades Privadas CRUCH,both
36216,13,RM,13109,LA CISTERNA,2,0,5,3,22915327,2,18,13,"6,6",100,I71S1C19J1V2,2,2021,Universidades Estatales CRUCH,both
11461,6,LGBO,6117,SAN VICENTE,1,0,5,3,14231060,2,17,6,"4,7",100,I116S25C17J1V1,2,2021,Institutos Profesionales,both
44276,5,VALPO,5109,VIÑA DEL MAR,2,0,5,3,9567277,2,17,13,"6,6",100,I20S3C64J1V1,2,2021,Universidades Privadas,both
33183,13,RM,13120,ÑUÑOA,1,0,5,3,25479111,2,16,13,"6,6",85,I71S1C780J1V1,2,2021,Universidades Estatales CRUCH,both
66834,13,RM,13101,SANTIAGO,2,0,5,3,13084353,2,17,13,7,98,I88S6C17J1V1,2,2021,Universidades Privadas CRUCH,both
38262,13,RM,13117,LO PRADO,5,0,5,3,11074447,2,17,13,"6,3",85,I82S1C23J1V1,2,2021,Universidades Estatales CRUCH,both
42071,15,AYP,15101,ARICA,2,0,5,3,21589253,1,18,15,7,100,I100S14C304J2V1,1,2021,Institutos Profesionales,both
50246,6,LGBO,6303,CHIMBARONGO,2,0,5,3,18009291,2,17,6,"6,8",100,I88S4C14J1V2,2,2021,Universidades Privadas CRUCH,both
3324,3,ATCMA,3101,COPIAPÓ,2,0,5,3,24257946,2,17,3,"6,5",86,I79S1C172J1V1,2,2021,Universidades Estatales CRUCH,both
42234,2,ANTOF,2101,ANTOFAGASTA,1,0,5,3,22339830,2,17,2,6,93,I143S2C645J2V2,2,2021,Institutos Profesionales,both
45875,2,ANTOF,2201,CALAMA,3,0,5,1,22671050,1,17,2,"6,9",98,I86S5C301J1V1,1,2021,Universidades Privadas CRUCH,both
66614,13,RM,13404,PAINE,2,0,5,3,16513927,1,17,13,"6,5",100,I2S1C13J1V1,1,2021,Universidades Privadas,both
60639,13,RM,13301,COLINA,3,0,5,3,13970220,2,17,13,"6,9",79,I86S4C4J1V1,2,2021,Universidades Privadas CRUCH,both
54793,9,ARAUC,9115,PUCÓN,2,0,5,3,9557057,2,17,9,"6,7",91,I90S1C91J1V1,2,2021,Universidades Privadas CRUCH,both
17997,8,BBIO,8108,SAN PEDRO DE LA PAZ,2,0,5,3,11260051,2,18,8,"6,8",100,I20S4C308J1V1,2,2021,Universidades Privadas,both
59633,13,RM,13112,LA PINTANA,2,0,7,3,20805037,2,17,13,"6,4",95,I430S12C42J1V2,2,2021,Centros de Formación Técnica,both
66728,13,RM,13601,TALAGANTE,1,0,5,3,16292433,2,17,13,7,96,I70S1C160J1V1,2,2021,Universidades Estatales CRUCH,both
25849,11,AYSEN,11401,CHILE CHICO,1,1,7,3,11122481,1,20,11,7,90,I430S28C78J1V1,1,2021,Centros de Formación Técnica,both
2154,2,ANTOF,2101,ANTOFAGASTA,1,0,5,1,11714736,2,17,2,"6,7",85,I91S1C33J1V1,2,2021,Universidades Privadas CRUCH,both
32488,13,RM,13113,LA REINA,1,0,5,3,23598114,1,18,13,"6,8",95,I10S7C458J1V1,1,2021,Universidades Privadas,both
57611,13,RM,13128,RENCA,2,0,5,3,14852053,1,18,13,"5,1",100,I20S1C70J1V1,1,2021,Universidades Privadas,both
8578,5,VALPO,5801,QUILPUÉ,2,0,5,3,22852956,2,18,5,"6,4",100,I20S3C37J1V1,2,2021,Universidades Privadas,both
1272,2,ANTOF,2201,CALAMA,1,0,5,3,17719400,2,18,2,"6,1",85,I73S2C216J1V1,2,2021,Universidades Estatales CRUCH,both
50924,7,MAULE,7301,CURICÓ,2,0,5,3,14505733,2,17,7,7,100,I92S1C283J1V1,2,2021,Universidades Privadas CRUCH,both
56542,14,RIOS,14101,VALDIVIA,2,0,5,3,17779825,1,17,14,"6,9",90,I90S1C33J1V2,1,2021,Universidades Privadas CRUCH,both
45627,1,TPCA,1107,ALTO HOSPICIO,2,0,7,3,11577197,2,19,1,"5,8",100,I13S3C37J1V1,2,2021,Universidades Privadas,both
22005,9,ARAUC,9101,TEMUCO,2,0,5,1,12642981,1,17,9,"6,4",100,I94S1C13J1V1,1,2021,Universidades Privadas CRUCH,both
61020,13,RM,13119,MAIPÚ,2,0,5,3,16458173,1,17,13,"6,2",100,I85S4C230J1V1,1,2021,Universidades Estatales CRUCH,both
28584,13,RM,13108,INDEPENDENCIA,2,0,7,1,19859125,1,17,13,"5,9",85,I100S20C160J1V1,1,2021,Institutos Profesionales,both
48619,5,VALPO,5801,QUILPUÉ,2,0,5,1,11315345,1,17,5,"5,4",100,I111S4C505J1V1,1,2021,Institutos Profesionales,both
18702,8,BBIO,8110,TALCAHUANO,1,0,7,3,23015728,1,18,8,"5,4",85,I100S33C168J1V1,1,2021,Institutos Profesionales,both
27364,13,RM,13101,SANTIAGO,4,0,7,1,10203964,2,18,13,"6,7",85,I123S2C94J2V2,2,2021,Institutos Profesionales,both
10121,5,VALPO,5602,ALGARROBO,2,0,5,3,24442807,1,18,5,6,100,I88S2C68J1V3,1,2021,Universidades Privadas CRUCH,both
46887,3,ATCMA,3301,VALLENAR,5,0,8,4,16297084,2,18,3,"6,3",100,I79S3C162J2V2,2,2021,Universidades Estatales CRUCH,both
5541,5,VALPO,5401,LA LIGUA,1,0,7,3,20840546,2,18,2,"4,8",100,I629S6C113J1V1,2,2021,Centros de Formación Técnica,both
39931,13,RM,13201,PUENTE ALTO,2,1,7,3,22708017,2,20,13,"6,9",75,I144S1C28J1V1,2,2021,Institutos Profesionales,both
16098,16,NUBLE,16305,SAN NICOLÁS,1,0,7,3,20711758,1,17,16,"6,1",100,I100S31C144J1V1,1,2021,Institutos Profesionales,both
13642,7,MAULE,7102,CONSTITUCIÓN,4,0,7,3,17300733,2,17,7,7,98,I92S1C43J1V1,2,2021,Universidades Privadas CRUCH,both
14384,7,MAULE,7405,RETIRO,1,0,5,1,16070434,1,18,7,"4,9",100,I100S29C150J1V1,1,2021,Institutos Profesionales,both
19849,8,BBIO,8205,CURANILAHUE,1,0,5,3,21445496,1,17,8,0,0,I75S1C53J1V1,1,2021,Universidades Estatales CRUCH,both
22789,9,ARAUC,9102,CARAHUE,5,0,5,3,19128253,1,17,9,"6,5",95,I100S32C169J1V1,1,2021,Institutos Profesionales,both
40392,13,RM,13401,SAN BERNARDO,3,0,5,1,11250640,1,17,1,"6,5",87,I20S1C25J1V2,1,2021,Universidades Privadas,both
36161,13,RM,13109,LA CISTERNA,1,0,5,3,26270188,2,17,13,6,85,I123S2C48J1V1,2,2021,Institutos Profesionales,both
65570,13,RM,13401,SAN BERNARDO,2,0,5,3,20844556,1,19,5,5,95,I13S1C13J1V1,1,2021,Universidades Privadas,both
60773,13,RM,13301,COLINA,3,0,5,3,16191944,1,18,13,"6,7",100,I23S2C1J1V2,1,2021,Universidades Privadas,both
41199,13,RM,13603,ISLA DE MAIPO,1,0,5,3,15299380,2,17,13,"6,5",100,I42S1C4J1V2,2,2021,Universidades Privadas,both
41078,13,RM,13601,TALAGANTE,2,0,5,3,11566010,2,17,13,"6,6",100,I19S1C7J1V1,2,2021,Universidades Privadas,both
15962,16,NUBLE,16201,QUIRIHUE,1,0,5,3,18277652,2,17,16,"5,5",85,I260S42C320J1V1,2,2021,Centros de Formación Técnica,both
19042,8,BBIO,8107,PENCO,2,0,5,1,11534568,1,17,4,"6,8",90,I39S2C155J1V1,1,2021,Universidades Privadas,both
54087,8,BBIO,8301,LOS ÁNGELES,2,0,5,3,21051618,1,17,8,"6,1",100,I100S37C304J1V1,1,2021,Institutos Profesionales,both
18472,8,BBIO,8112,HUALPÉN,4,0,7,3,18638792,2,17,8,7,85,I111S3C484J2V1,2,2021,Institutos Profesionales,both
28761,13,RM,13101,SANTIAGO,2,0,5,3,15361407,1,16,13,"5,7",85,I430S37C78J1V1,1,2021,Centros de Formación Técnica,both
14368,7,MAULE,7404,PARRAL,2,0,5,3,13418399,1,17,7,7,97,I86S1C117J1V2,1,2021,Universidades Privadas CRUCH,both
64502,13,RM,13110,LA FLORIDA,2,0,5,3,12972419,1,17,13,7,100,I86S1C342J1V1,1,2021,Universidades Privadas CRUCH,both
55706,14,RIOS,14101,VALDIVIA,3,0,5,3,12378061,1,19,14,6,92,I39S7C2J1V1,1,2021,Universidades Privadas,both
50277,6,LGBO,6107,LAS CABRAS,2,0,5,3,15004992,2,17,6,"6,9",99,I70S1C64J1V4,2,2021,Universidades Estatales CRUCH,both
10234,6,LGBO,6101,RANCAGUA,4,0,7,3,14785937,1,17,6,7,100,I123S3C44J2V1,1,2021,Institutos Profesionales,both
23397,14,RIOS,14106,MARIQUINA,2,0,5,3,22517175,1,18,13,6,93,I430S20C201J1V1,1,2021,Centros de Formación Técnica,both
2633,2,ANTOF,2101,ANTOFAGASTA,3,0,5,3,19437907,1,17,2,"6,5",100,I91S1C30J1V2,1,2021,Universidades Privadas CRUCH,both
12438,7,MAULE,7301,CURICÓ,3,0,5,1,12797559,1,17,7,7,100,I23S2C1J1V2,1,2021,Universidades Privadas,both
12348,6,LGBO,6203,LITUECHE,1,0,5,3,22620970,2,17,6,6,90,I143S15C29J1V1,2,2021,Institutos Profesionales,both
285,15,AYP,15101,ARICA,5,0,5,1,17161282,1,18,15,"4,9",85,I430S2C42J2V2,1,2021,Centros de Formación Técnica,both
46912,3,ATCMA,3301,VALLENAR,5,0,7,3,19169850,2,17,3,"5,8",100,I260S38C79J1V1,2,2021,Centros de Formación Técnica,both
18900,8,BBIO,8112,HUALPÉN,2,0,7,3,14553374,2,17,8,"6,7",85,I88S3C471J1V1,2,2021,Universidades Privadas CRUCH,both
45933,2,ANTOF,2201,CALAMA,3,0,5,1,14244896,1,17,13,"6,6",100,I89S1C33J1V2,1,2021,Universidades Privadas CRUCH,both
57289,13,RM,13118,MACUL,2,0,5,3,15208733,1,17,13,"6,4",100,I11S1C7J1V1,1,2021,Universidades Privadas,both
28299,13,RM,13101,SANTIAGO,2,0,7,3,21189800,1,17,13,"5,8",98,I111S9C19J2V1,1,2021,Institutos Profesionales,both
19906,8,BBIO,8205,CURANILAHUE,1,0,5,3,24649555,1,17,8,"6,7",100,I93S1C24J1V1,1,2021,Universidades Privadas CRUCH,both
30983,13,RM,13115,LO BARNECHEA,3,0,5,3,18239161,1,18,13,"6,5",100,I23S2C253J1V1,1,2021,Universidades Privadas,both
23514,14,RIOS,14104,LOS LAGOS,1,0,5,3,11362348,2,17,14,"6,9",100,I90S1C132J1V1,2,2021,Universidades Privadas CRUCH,both
5987,5,VALPO,5301,LOS ANDES,3,0,5,1,13941194,1,17,1,"6,9",100,I39S6C2J1V1,1,2021,Universidades Privadas,both
33715,13,RM,13118,MACUL,2,0,5,3,19402885,1,17,13,"6,3",90,I42S1C220J1V1,1,2021,Universidades Privadas,both
27850,13,RM,13101,SANTIAGO,2,0,5,3,13046893,1,17,13,"6,8",95,I34S1C85J1V4,1,2021,Universidades Privadas CRUCH,both
60605,13,RM,13301,COLINA,3,0,5,3,20406167,2,18,13,"6,9",100,I45S2C4J1V1,2,2021,Universidades Privadas,both
32593,13,RM,13113,LA REINA,3,0,5,3,10278962,1,17,13,"6,6",85,I45S2C4J1V1,1,2021,Universidades Privadas,both
6118,5,VALPO,5701,SAN FELIPE,1,0,5,3,23952766,2,17,5,0,0,I72S1C505J1V1,2,2021,Universidades Estatales CRUCH,both
36275,13,RM,13109,LA CISTERNA,2,0,5,1,17497756,2,17,13,7,90,I70S1C816J1V1,2,2021,Universidades Estatales CRUCH,both
65510,13,RM,13605,PEÑAFLOR,2,0,5,3,16823491,2,17,13,"6,3",100,I143S15C251J1V1,2,2021,Institutos Profesionales,both
40324,13,RM,13401,SAN BERNARDO,2,0,5,3,17538593,1,17,13,6,100,I11S2C152J1V1,1,2021,Universidades Privadas,both
11948,6,LGBO,6301,SAN FERNANDO,3,0,5,1,21998292,1,17,6,"6,9",100,I70S1C58J1V1,1,2021,Universidades Estatales CRUCH,both
12768,7,MAULE,7101,TALCA,1,0,7,3,13331592,2,18,7,"6,1",92,I367S1C16J1V1,2,2021,Centros de Formación Técnica,both
4415,4,COQ,4101,LA SERENA,3,0,5,3,24290952,1,17,4,"6,6",100,I71S1C39J1V1,1,2021,Universidades Estatales CRUCH,both
31177,13,RM,13123,PROVIDENCIA,1,0,5,3,21507877,2,17,13,"6,8",100,I3S1C12J1V1,2,2021,Universidades Privadas CRUCH,both
36528,13,RM,13121,PEDRO AGUIRRE CERDA,2,0,7,3,12611399,2,17,13,"5,9",100,I111S10C145J1V1,2,2021,Institutos Profesionales,both
31164,13,RM,13123,PROVIDENCIA,1,0,5,3,20419725,2,17,13,"6,6",100,I10S6C675J1V1,2,2021,Universidades Privadas,both
12594,7,MAULE,7308,TENO,1,0,7,3,22880426,2,17,7,"6,3",85,I92S2C361J1V1,2,2021,Universidades Privadas CRUCH,both
30932,13,RM,13115,LO BARNECHEA,3,0,5,3,20926234,1,18,13,7,100,I86S5C131J1V2,1,2021,Universidades Privadas CRUCH,both
47845,4,COQ,4102,COQUIMBO,2,0,5,3,24156215,2,17,4,"6,9",86,I123S1C24J1V1,2,2021,Institutos Profesionales,both
47756,4,COQ,4102,COQUIMBO,2,0,5,3,11819487,2,17,3,"6,5",85,I13S5C13J1V1,2,2021,Universidades Privadas,both
7620,5,VALPO,5101,VALPARAÍSO,1,0,5,3,13752661,1,17,5,"6,4",95,I72S1C237J1V1,1,2021,Universidades Estatales CRUCH,both
62059,13,RM,13201,PUENTE ALTO,2,0,5,3,9907033,2,17,13,"6,5",100,I86S5C568J1V1,2,2021,Universidades Privadas CRUCH,both
66406,8,BBIO,8102,CORONEL,1,0,5,3,17618869,2,17,8,"6,6",100,I39S2C42J1V1,2,2021,Universidades Privadas,both
29944,13,RM,13114,LAS CONDES,3,0,5,3,17303902,2,17,13,"6,8",98,I45S2C15J1V1,2,2021,Universidades Privadas,both
5547,5,VALPO,5401,LA LIGUA,1,0,5,3,18373998,2,17,5,"5,8",98,I111S16C489J1V1,2,2021,Institutos Profesionales,both
55362,10,LAGOS,10301,OSORNO,2,0,5,3,14662052,2,19,10,"5,4",85,I260S35C47J1V1,2,2021,Centros de Formación Técnica,both
42685,5,VALPO,5804,VILLA ALEMANA,3,0,5,1,23788025,1,17,5,"6,9",100,I88S1C12J1V1,1,2021,Universidades Privadas CRUCH,both
39049,13,RM,13301,COLINA,1,0,7,1,15907435,1,17,13,"6,1",100,I111S21C491J1V1,1,2021,Institutos Profesionales,both
9339,5,VALPO,5801,QUILPUÉ,2,0,5,3,16024095,2,17,5,"6,9",100,I20S3C308J1V1,2,2021,Universidades Privadas,both
63756,13,RM,13125,QUILICURA,2,0,5,3,9636043,2,17,13,"6,7",100,I45S2C101J1V1,2,2021,Universidades Privadas,both
27084,13,RM,13101,SANTIAGO,1,0,5,3,12815039,1,17,13,"5,9",99,I100S13C300J2V1,1,2021,Institutos Profesionales,both
48988,5,VALPO,5603,CARTAGENA,2,0,5,3,22109362,1,18,5,7,100,I70S1C64J1V4,1,2021,Universidades Estatales CRUCH,both
48245,5,VALPO,5502,CALERA,2,0,5,3,11741943,2,18,5,6,90,I144S1C21J1V1,2,2021,Institutos Profesionales,both
11249,6,LGBO,6116,REQUÍNOA,2,0,5,3,17050079,2,18,6,"6,5",100,I100S23C300J1V1,2,2021,Institutos Profesionales,both
31084,13,RM,13132,VITACURA,3,0,5,3,16973918,1,18,13,7,100,I3S1C10J1V1,1,2021,Universidades Privadas CRUCH,both
34710,13,RM,13110,LA FLORIDA,2,0,5,3,17046426,2,17,13,"6,9",85,I70S1C455J1V1,2,2021,Universidades Estatales CRUCH,both
852,1,TPCA,1101,IQUIQUE,2,0,5,1,13409927,2,17,1,"6,4",100,I81S1C2J1V2,2,2021,Universidades Estatales CRUCH,both
59512,13,RM,13122,PEÑALOLÉN,3,0,5,3,17852453,2,17,13,"6,9",100,I3S1C54J1V1,2,2021,Universidades Privadas CRUCH,both
34912,13,RM,13110,LA FLORIDA,2,0,7,3,23051703,1,17,13,"6,8",85,I111S12C22J1V1,1,2021,Institutos Profesionales,both
10453,6,LGBO,6101,RANCAGUA,4,0,7,3,16531899,1,18,6,"5,5",92,I143S9C25J2V2,1,2021,Institutos Profesionales,both
42153,2,ANTOF,2201,CALAMA,2,0,5,3,19812646,2,18,2,"6,9",85,I26S1C6J1V1,2,2021,Universidades Privadas,both
50769,6,LGBO,6301,SAN FERNANDO,2,0,5,3,14398551,2,17,12,"6,7",85,I87S1C11J1V1,2,2021,Universidades Privadas CRUCH,both
60861,13,RM,13110,LA FLORIDA,3,0,5,3,17043265,2,17,13,7,100,I70S1C901J1V1,2,2021,Universidades Estatales CRUCH,both
493,15,AYP,15101,ARICA,2,0,7,3,11494235,1,17,15,"6,2",100,I260S1C120J2V1,1,2021,Centros de Formación Técnica,both
37987,13,RM,13126,QUINTA NORMAL,2,0,5,3,9303722,1,17,13,"5,9",100,I111S22C48J1V1,1,2021,Institutos Profesionales,both
21589,9,ARAUC,9101,TEMUCO,2,0,5,1,13595520,1,17,9,"6,5",98,I76S1C34J1V1,1,2021,Universidades Estatales CRUCH,both
42079,1,TPCA,1107,ALTO HOSPICIO,1,0,5,3,24323898,2,17,1,7,100,I81S1C17J1V2,2,2021,Universidades Estatales CRUCH,both
47412,4,COQ,4301,OVALLE,1,0,5,3,18080402,1,17,4,6,90,I70S1C82J1V1,1,2021,Universidades Estatales CRUCH,both
23601,14,RIOS,14105,MÁFIL,2,0,5,3,22603265,2,17,14,"6,7",100,I90S1C12J1V1,2,2021,Universidades Privadas CRUCH,both
20686,9,ARAUC,9211,VICTORIA,2,0,5,3,16555908,2,17,9,"6,9",95,I87S1C145J1V1,2,2021,Universidades Privadas CRUCH,both
41332,13,RM,13605,PEÑAFLOR,2,0,5,3,11800444,1,17,13,"6,4",90,I143S29C34J1V2,1,2021,Institutos Profesionales,both
30147,13,RM,13132,VITACURA,3,0,5,3,23646256,2,17,13,"6,9",100,I86S1C29J1V1,2,2021,Universidades Privadas CRUCH,both
27517,13,RM,13101,SANTIAGO,4,0,7,1,11851647,1,17,13,"5,2",100,I111S5C48J1V1,1,2021,Institutos Profesionales,both
5485,4,COQ,4203,LOS VILOS,1,0,5,3,24054776,2,17,4,"6,1",95,I456S5C13J1V1,2,2021,Centros de Formación Técnica,both
741,1,TPCA,1101,IQUIQUE,1,0,5,3,11925206,1,17,8,"6,3",85,I75S1C29J1V2,1,2021,Universidades Estatales CRUCH,both
50147,6,LGBO,6108,MACHALÍ,3,0,5,3,23005866,1,18,6,"6,7",100,I86S5C400J1V1,1,2021,Universidades Privadas CRUCH,both
65093,13,RM,13119,MAIPÚ,3,0,5,3,23485374,1,17,13,"5,9",80,I1S1C3J1V1,1,2021,Universidades Privadas,both
56347,10,LAGOS,10301,OSORNO,2,0,5,3,9758779,2,17,10,"6,9",98,I84S1C456J1V1,2,2021,Universidades Estatales CRUCH,both
8080,5,VALPO,5101,VALPARAÍSO,2,0,5,3,9310212,1,17,5,"6,5",93,I89S1C30J1V2,1,2021,Universidades Privadas CRUCH,both
35165,13,RM,13130,SAN MIGUEL,2,0,7,3,19251986,1,17,13,"6,3",85,I111S20C419J2V1,1,2021,Institutos Profesionales,both
46543,3,ATCMA,3102,CALDERA,2,0,5,1,14574546,2,18,3,"6,3",95,I260S22C29J1V1,2,2021,Centros de Formación Técnica,both
30528,13,RM,13114,LAS CONDES,3,0,5,3,18591461,1,18,8,"6,7",89,I70S1C63J1V1,1,2021,Universidades Estatales CRUCH,both
22158,9,ARAUC,9119,VILCÚN,1,0,5,3,16400421,2,18,9,"5,9",90,I13S10C1J1V1,2,2021,Universidades Privadas,both
12161,6,LGBO,6310,SANTA CRUZ,2,0,5,1,21002657,1,17,6,7,90,I70S1C177J1V1,1,2021,Universidades Estatales CRUCH,both
19505,8,BBIO,8102,CORONEL,1,0,5,1,10234139,2,17,8,"5,6",100,I143S13C77J2V2,2,2021,Institutos Profesionales,both
38868,13,RM,13127,RECOLETA,2,0,5,3,11248901,1,18,13,"5,5",85,I218S1C10J1V2,1,2021,Centros de Formación Técnica,both
51211,7,MAULE,7301,CURICÓ,2,0,5,3,24735148,2,17,7,0,0,I78S1C239J1V1,2,2021,Universidades Estatales CRUCH,both
2791,2,ANTOF,2102,MEJILLONES,1,0,5,3,24003419,1,17,2,"5,7",90,I456S2C45J1V1,1,2021,Centros de Formación Técnica,both
19417,8,BBIO,8102,CORONEL,1,0,7,3,13080557,1,19,8,"5,7",85,I430S38C135J1V1,1,2021,Centros de Formación Técnica,both
16042,16,NUBLE,16305,SAN NICOLÁS,1,0,5,3,16781586,2,17,16,"6,7",100,I87S2C11J1V1,2,2021,Universidades Privadas CRUCH,both
22460,9,ARAUC,9120,VILLARRICA,2,0,5,1,12148755,2,17,9,"6,9",100,I94S1C1J1V1,2,2021,Universidades Privadas CRUCH,both
16639,8,BBIO,8301,LOS ÁNGELES,3,0,5,3,16516910,2,17,8,"6,2",85,I39S2C28J1V1,2,2021,Universidades Privadas,both
53248,8,BBIO,8202,ARAUCO,2,0,5,1,18682890,1,17,8,"6,1",100,I93S1C8J1V1,1,2021,Universidades Privadas CRUCH,both
3948,4,COQ,4101,LA SERENA,1,0,5,3,14689076,1,17,4,7,100,I74S1C17J1V1,1,2021,Universidades Estatales CRUCH,both
57033,12,MAG,12101,PUNTA ARENAS,1,0,7,3,21276625,2,18,12,"6,3",87,I430S21C131J2V1,2,2021,Centros de Formación Técnica,both
50659,6,LGBO,6301,SAN FERNANDO,2,0,5,3,16934317,1,17,6,"4,8",85,I39S6C92J1V2,1,2021,Universidades Privadas,both
24386,10,LAGOS,10303,PURRANQUE,2,0,5,3,10219908,2,17,10,"6,5",100,I39S7C145J1V1,2,2021,Universidades Privadas,both
45947,2,ANTOF,2201,CALAMA,2,0,7,3,20805078,2,17,2,"5,3",100,I143S5C100J1V1,2,2021,Institutos Profesionales,both
21271,9,ARAUC,9101,TEMUCO,2,0,5,3,24124507,2,17,9,"6,8",95,I10S4C23J1V1,2,2021,Universidades Privadas,both
51034,7,MAULE,7304,MOLINA,2,1,7,3,18880484,1,17,7,"6,6",85,I116S6C8J1V1,1,2021,Institutos Profesionales,both
56138,14,RIOS,14108,PANGUIPULLI,1,0,5,3,16144695,2,17,14,7,100,I76S1C20J1V1,2,2021,Universidades Estatales CRUCH,both
16757,8,BBIO,8303,CABRERO,1,0,5,3,10081699,1,17,8,"6,3",90,I87S1C518J1V1,1,2021,Universidades Privadas CRUCH,both
40519,13,RM,13401,SAN BERNARDO,3,0,5,1,17105399,1,17,13,"6,2",100,I26S1C6J1V1,1,2021,Universidades Privadas,both
